entrezgene,go.BP,go.CC,go.MF,pathway.kegg
343035,GO:0007601;GO:0060041;GO:0050896;GO:0015031;GO:0031283,GO:0005737;GO:0001750;GO:0001917;GO:0005768;GO:0048471;GO:0005634,GO:0005515,
3932,GO:0035556;GO:0006882;GO:0006919;GO:0030097;GO:1903039;GO:0051209;GO:0006468;GO:0050852;GO:0034116;GO:0045087;GO:0050900;GO:0051249;GO:0030217;GO:0050862;GO:0030168;GO:0050853;GO:0009410;GO:2001244;GO:0007169;GO:0030154;GO:0031295;GO:0050870;GO:0018108;GO:0006470,GO:0031234;GO:0005886;GO:0045121;GO:0001772;GO:0070062;GO:0000242;GO:0005829,GO:0005102;GO:0043548;GO:0004714;GO:0042609;GO:0004715;GO:0001784;GO:0042608;GO:0042610;GO:0004713;GO:0008022;GO:0016004;GO:0051117;GO:0043274;GO:0019903;GO:0042169;GO:0042802;GO:0005515;GO:0019901;GO:0004722;GO:0005524,hsa04064;hsa04650;hsa05340;hsa04380;hsa04659;hsa05135;hsa04658;hsa05235;hsa04660;hsa05166
5777,GO:0035556;GO:0002244;GO:0033630;GO:0042267;GO:0050860;GO:0032720;GO:1905867;GO:0051279;GO:0042981;GO:0030220;GO:0019221;GO:0033277;GO:0045577;GO:0035335;GO:0060338;GO:0050732;GO:0070527;GO:0043407;GO:0002924;GO:0008285;GO:0032715;GO:0035855;GO:0014068;GO:0050853;GO:0008284;GO:2000045;GO:0030154;GO:0031295;GO:0042130;GO:0007186;GO:0018108;GO:0070372;GO:0006470,GO:0005737;GO:0005911;GO:0005576;GO:1904724;GO:0042105;GO:0035580;GO:0016020;GO:0005654;GO:0032991;GO:0005634;GO:0070062;GO:0005829;GO:0005730,GO:0017124;GO:0001784;GO:0140031;GO:0005001;GO:0005515;GO:0019901;GO:0050839;GO:0004725;GO:0042169,hsa05205;hsa04662;hsa05130;hsa04650;hsa05140;hsa05235;hsa04660;hsa04630;hsa04520
5793,GO:0007420;GO:0010977;GO:0007169;GO:1903385;GO:0035335;GO:0006470;GO:0010633,GO:0005887;GO:0070062,GO:0004725;GO:0005001;GO:0042802;GO:0005515,
613,GO:0051056;GO:0006468;GO:0050804;GO:0090630;GO:0030216;GO:0007264;GO:0007165;GO:0035023;GO:0046777;GO:0018108;GO:0048008;GO:0048041,GO:0098978;GO:0043197;GO:0030424;GO:0016020;GO:0032991;GO:0098685;GO:0099092;GO:0070062;GO:0005829,GO:0005096;GO:0019899;GO:0005515;GO:0004674;GO:0005524;GO:0106310;GO:0005085;GO:0004713,hsa05200;hsa05220
10681,GO:0036367;GO:1990603;GO:1901386;GO:0007212;GO:0007165;GO:0007186;GO:0043547,GO:0005737;GO:0098793;GO:0005834;GO:1902773;GO:0005829;GO:0005634,GO:0005096;GO:0030159;GO:0005515;GO:0031682;GO:0051087;GO:0003924,hsa05170;hsa04926;hsa04724;hsa05200;hsa04371;hsa05167;hsa05032;hsa04062;hsa05163;hsa04723;hsa04725;hsa04727;hsa04151;hsa04713;hsa04728;hsa04014;hsa04726;hsa05034
5747,GO:0042127;GO:0030335;GO:0048013;GO:0043087;GO:1900024;GO:0048010;GO:0035995;GO:0043066;GO:0008360;GO:0010632;GO:0051893;GO:0006468;GO:0043552;GO:0045087;GO:0048870;GO:0038007;GO:0022408;GO:0038096;GO:0045667;GO:0051897;GO:0060396;GO:0001525;GO:0010594;GO:0051493;GO:0016477;GO:0007172;GO:0090303;GO:0001932;GO:0007411;GO:0046777;GO:0001934;GO:0045860;GO:0010759;GO:0010763;GO:0007229;GO:0003007;GO:0014068;GO:0008284;GO:0007169;GO:2000811;GO:0030154;GO:2000060;GO:0030010;GO:0030155;GO:0007179;GO:0007173;GO:0033628;GO:0018108;GO:0120041;GO:0001890,GO:0005737;GO:0005938;GO:0031234;GO:0005886;GO:0005925;GO:0005856;GO:0043197;GO:0043231;GO:0036064;GO:0001725;GO:0005829;GO:0005634,GO:0005102;GO:0005178;GO:0004714;GO:0005515;GO:0019901;GO:0003779;GO:0019903;GO:0042169;GO:0005524;GO:0004715;GO:0004713;GO:0008432,hsa04360;hsa05165;hsa04370;hsa05135;hsa04012;hsa05200;hsa05418;hsa04151;hsa05202;hsa05222;hsa04510;hsa05205;hsa04062;hsa05146;hsa05170;hsa04670;hsa05100;hsa04935;hsa05131;hsa05163;hsa05417;hsa04810
8601,GO:0008277;GO:0007186;GO:0009968;GO:0050790,GO:0005737;GO:0005802;GO:0005886;GO:0005634,GO:0005096;GO:0005515;GO:0003924,
9412,GO:0001824;GO:0032774;GO:0019827;GO:0016567;GO:0045944;GO:0006357,GO:0016592;GO:0000151,GO:0061630;GO:0003899;GO:0005515;GO:0003713;GO:0003712,
5098,GO:0050808;GO:0016339;GO:0007155;GO:0007156,GO:0005887;GO:0016020,GO:0005509,
6774,GO:1905564;GO:0001754;GO:0010730;GO:0042127;GO:0051726;GO:1901215;GO:2001223;GO:0032757;GO:0033210;GO:0006355;GO:0030335;GO:0032733;GO:0060019;GO:0032760;GO:0008283;GO:0042789;GO:0099527;GO:0030522;GO:0045893;GO:0006954;GO:0006606;GO:0060397;GO:0070102;GO:0071407;GO:0044320;GO:1900017;GO:0010628;GO:1905618;GO:2000737;GO:2001171;GO:0019221;GO:0043434;GO:0072538;GO:1902895;GO:0007165;GO:0044321;GO:0001659;GO:0000122;GO:0045471;GO:0007399;GO:0006357;GO:0045944;GO:0046902;GO:0045648;GO:0051092;GO:0045747;GO:0050804;GO:0060396;GO:0007568;GO:0006953;GO:2000637;GO:0007259;GO:0008285;GO:0032731;GO:0032755;GO:2000635;GO:0032355;GO:0040014;GO:0006952;GO:0019953;GO:0042593;GO:0042755;GO:0072540;GO:1902728;GO:0009410;GO:0016310;GO:0045820;GO:1904685;GO:0032870;GO:0097009;GO:0010507;GO:0019827;GO:0048708;GO:0007179;GO:0060259;GO:0045766,GO:0005737;GO:0014069;GO:0090575;GO:0005886;GO:0098978;GO:0005743;GO:0000785;GO:0005654;GO:0098685;GO:0005667;GO:0005829;GO:0005634,GO:0005102;GO:0042803;GO:0000978;GO:0000976;GO:0035591;GO:0031490;GO:0003700;GO:0046983;GO:0000981;GO:0019903;GO:0070878;GO:0008134;GO:0004879;GO:0042802;GO:0061629;GO:0005515;GO:0019901;GO:0035259;GO:0031730;GO:0001228;GO:0003677,hsa04933;hsa05145;hsa05171;hsa04217;hsa04931;hsa05200;hsa05167;hsa04659;hsa05223;hsa05205;hsa04550;hsa05221;hsa04062;hsa04066;hsa04630;hsa05160;hsa04920;hsa05206;hsa05321;hsa05212;hsa04935;hsa05163;hsa05203;hsa04917;hsa04068;hsa05169;hsa05235;hsa05162;hsa05417;hsa05161
9294,GO:0019222;GO:0003376;GO:0007189;GO:0008284;GO:0046847;GO:1903142;GO:1904706;GO:0031532;GO:0007186;GO:0090394;GO:0010800;GO:0014912,GO:0005737;GO:0005886;GO:0016021,GO:0038036;GO:0005178;GO:0005515;GO:0004930;GO:0008528;GO:0008289;GO:0001664,hsa04080;hsa04071
56940,GO:0046330;GO:0042127;GO:0071364;GO:0051895;GO:0030336;GO:0035335;GO:1903996;GO:0007179;GO:0000122,GO:0005737;GO:0031941;GO:0005886;GO:0061851;GO:0005829,GO:0004726;GO:1990782;GO:0106307;GO:0004725;GO:0008138;GO:0106306,
5781,GO:1990314;GO:0021697;GO:0070301;GO:0046628;GO:0007409;GO:0033629;GO:0048013;GO:0032760;GO:0046676;GO:0048659;GO:0046887;GO:0046326;GO:0048011;GO:0060125;GO:0060325;GO:0048839;GO:0042445;GO:0032528;GO:0030220;GO:0019221;GO:0007507;GO:0033277;GO:0035335;GO:0060338;GO:1904385;GO:0045931;GO:0035265;GO:0048806;GO:0071364;GO:0048609;GO:0032755;GO:0051463;GO:0051894;GO:0070374;GO:0050731;GO:0009755;GO:0046825;GO:0007229;GO:0008543;GO:0035855;GO:0043254;GO:0061582;GO:0042593;GO:0000077;GO:0007420;GO:0038127;GO:0036302;GO:0071260;GO:0045778;GO:0031295;GO:0006641;GO:0060020;GO:0048873;GO:0035264;GO:0032331;GO:0007173;GO:0033628;GO:0032728;GO:0048008,GO:0005737;GO:0044853;GO:0005654;GO:0032991;GO:0005739;GO:0005829;GO:0005634,GO:0045296;GO:0001784;GO:0030159;GO:0004726;GO:0043274;GO:0005515;GO:0019901;GO:1990782;GO:0043560;GO:0031748;GO:0005158;GO:0019904;GO:0050839;GO:0051428;GO:0004725;GO:0030971;GO:0004721,hsa05205;hsa04360;hsa04625;hsa05130;hsa04650;hsa04931;hsa05211;hsa05120;hsa05235;hsa05220;hsa04722;hsa04630;hsa04920;hsa05168;hsa04014;hsa04670;hsa04072
2768,GO:0009410;GO:0032434;GO:1904753;GO:0010762;GO:0032006;GO:0007188;GO:0007596;GO:0007186;GO:0007266;GO:1904706,GO:0005737;GO:0016328;GO:0005886;GO:0005925;GO:0005834;GO:0031526,GO:0031683;GO:0005515;GO:0046872;GO:0001664;GO:0031752;GO:0005525;GO:0003924,hsa04270;hsa05130;hsa05200;hsa04730;hsa04928;hsa05163;hsa04022;hsa04071;hsa04010;hsa04072;hsa04810
695,GO:0019722;GO:0030889;GO:0007498;GO:0035556;GO:0097190;GO:0098761;GO:0045579;GO:0001805;GO:0002553;GO:0001812;GO:0002755;GO:0002250;GO:0006468;GO:0042113;GO:0045087;GO:0002721;GO:0050790;GO:0051092;GO:0046777;GO:0002344;GO:0038095;GO:0071226;GO:0050853;GO:0001818;GO:0034614;GO:0007249;GO:0048469;GO:0018108;GO:0002902,GO:0005737;GO:0005886;GO:0045121;GO:0048471;GO:0031410;GO:0005829;GO:0005634,GO:0005547;GO:0016004;GO:0042802;GO:0004714;GO:0043274;GO:0005515;GO:0046872;GO:0005524;GO:0004715;GO:0004713,hsa04664;hsa04662;hsa04064;hsa05340;hsa04380;hsa05169;hsa04611
134,GO:0006612;GO:0097190;GO:0050995;GO:0016042;GO:0099509;GO:0003093;GO:0045741;GO:0002686;GO:0006954;GO:0086004;GO:0006909;GO:0043066;GO:0050890;GO:0060079;GO:0007165;GO:1900453;GO:0001659;GO:0001973;GO:0070328;GO:0007399;GO:0001666;GO:0032244;GO:0046888;GO:0035814;GO:0051930;GO:0002087;GO:0003084;GO:0008285;GO:0035307;GO:0007267;GO:0051967;GO:0002674;GO:0060087;GO:1901216;GO:0003085;GO:0032229;GO:0007193;GO:0050996;GO:0043268;GO:0055089;GO:1900272;GO:0070256;GO:0032900;GO:0002793;GO:0042323;GO:0045822;GO:0050965;GO:0014050,GO:0030673;GO:0099055;GO:0014069;GO:0005886;GO:0099056;GO:0044305;GO:0043197;GO:0016323;GO:0043195;GO:0005887;GO:0005783;GO:0043025;GO:0048786,GO:0001609;GO:0031683;GO:0001883;GO:0005515;GO:0046982;GO:0031072;GO:0001664;GO:0032795;GO:0099582,hsa04080;hsa04923;hsa05032;hsa04022;hsa04924;hsa04071;hsa04024
1439,GO:0032496;GO:0036016;GO:0038156;GO:0038043;GO:0007165;GO:0007585,GO:0030526;GO:0005887;GO:0005886,GO:0004912;GO:0005515;GO:0004914;GO:0038023,hsa05200;hsa04060;hsa04210;hsa04630
3669,GO:0051607;GO:0045071;GO:0045087;GO:0006364;GO:0009615;GO:0090503;GO:0000738;GO:0006401,GO:0005737;GO:0016605;GO:0005654;GO:0005634;GO:0015030;GO:0005730,GO:0034511;GO:0030620;GO:0008310;GO:0030619;GO:0046872;GO:0000175;GO:0008859;GO:0004527,
5581,GO:0035556;GO:0043278;GO:0010634;GO:0071456;GO:0050730;GO:0030838;GO:0006468;GO:0007049;GO:0031663;GO:0035669;GO:0043410;GO:0051279;GO:0007165;GO:0031397;GO:0061178;GO:0038096;GO:0050790;GO:0018105;GO:0032230;GO:0006915;GO:1903078;GO:0090303;GO:2001031;GO:0032467;GO:0010763;GO:0002281;GO:0043123;GO:2000650;GO:0050996;GO:0007155;GO:0071380;GO:0035641;GO:0010811;GO:0032024;GO:0070257;GO:0051301;GO:0071361,GO:0005737;GO:0005886;GO:0045111;GO:0071944;GO:0048471;GO:0043231;GO:0005739;GO:0005783;GO:0005794;GO:0005829;GO:0005634,GO:0019899;GO:0005515;GO:0003785;GO:0046872;GO:0071889;GO:0004674;GO:0005524;GO:0106310;GO:0004699;GO:0030546;GO:0004698;GO:0004697;GO:0008047;GO:0035276;GO:0004672,hsa04270;hsa04933;hsa04931;hsa04371;hsa04750;hsa05131;hsa04530;hsa04022;hsa04930;hsa04071;hsa04925;hsa05206;hsa04666
1796,GO:0038145;GO:0007169;GO:0007165;GO:0007265;GO:0007166,GO:0005737;GO:0048471;GO:0005829;GO:0005634,GO:0005515,
4543,GO:0007623;GO:0007187;GO:0007186;GO:0007617;GO:0007193,GO:0005887;GO:0005886;GO:0043235,GO:0042562;GO:0004930;GO:0008502;GO:0005515;GO:0097159,hsa04080;hsa04713
60626,GO:0001944;GO:0008542;GO:0001701;GO:0007186;GO:0042074;GO:0050790;GO:0070586;GO:0071711;GO:0007193,GO:0005737;GO:0005886,GO:0005085;GO:0001965;GO:0005515,
2185,GO:0051968;GO:0051592;GO:2000538;GO:0060292;GO:2000114;GO:0071300;GO:0045638;GO:0043524;GO:0045087;GO:0006970;GO:0002040;GO:0014009;GO:0010758;GO:2000058;GO:0090630;GO:0071498;GO:0070374;GO:0043149;GO:2000573;GO:0050848;GO:0007229;GO:0065003;GO:0086100;GO:0042542;GO:0038083;GO:0007169;GO:0033209;GO:2000060;GO:0030155;GO:0007173;GO:0018108;GO:0000165;GO:0045453;GO:0048010;GO:0045727;GO:0008360;GO:0010226;GO:0048167;GO:0007204;GO:0048041;GO:0043267;GO:0043534;GO:0046777;GO:0002315;GO:0031175;GO:0009725;GO:0051000;GO:0042976;GO:0050731;GO:0007166;GO:0043507;GO:0010976;GO:0030502;GO:2000249;GO:2000463;GO:0010752;GO:0030838;GO:0051279;GO:0007165;GO:0046330;GO:0008285;GO:0042220;GO:0006915;GO:0007172;GO:0030307;GO:0045860;GO:0009410;GO:0009749;GO:0001556;GO:0035235;GO:0030335;GO:0001954;GO:0010595;GO:0043066;GO:0002250;GO:0006468;GO:0010656;GO:0045471;GO:0006968;GO:0001666;GO:2000310;GO:0060291;GO:2000379;GO:0051591;GO:0032960;GO:0009612;GO:0008284;GO:0035902;GO:0070098;GO:0030154;GO:0045429;GO:0043552;GO:0045766,GO:0005938;GO:0031234;GO:0044297;GO:0005856;GO:0030425;GO:0030027;GO:0030426;GO:0017146;GO:0005925;GO:0043025;GO:0005829;GO:0014069;GO:0097440;GO:0043197;GO:0005737;GO:0045121;GO:0048471;GO:0098978;GO:0005634,GO:0005102;GO:0043423;GO:0004714;GO:0044877;GO:0005515;GO:0031625;GO:0005524;GO:0004972;GO:0004713;GO:0004715;GO:0004683;GO:0008022,hsa04912;hsa04020;hsa04650;hsa04062;hsa05135;hsa05163;hsa05170;hsa04072;hsa04670;hsa05161
2064,GO:0035556;GO:0042060;GO:0048709;GO:0050679;GO:0045943;GO:0007528;GO:0007422;GO:0043406;GO:0045785;GO:0043547;GO:0008045;GO:0045727;GO:0071363;GO:0006468;GO:0045765;GO:0043410;GO:0007507;GO:0007165;GO:0007167;GO:0042552;GO:0032886;GO:0071364;GO:0007275;GO:0030307;GO:0046777;GO:0001934;GO:0008284;GO:0007169;GO:0033088;GO:0090314;GO:0030182;GO:0033674;GO:0014065;GO:0018108;GO:0070372;GO:0007166,GO:0005886;GO:0043235;GO:0016021;GO:0016324;GO:0009925;GO:0038143;GO:0048471;GO:0016323;GO:0043209;GO:0005887;GO:0005769;GO:0010008;GO:0005829;GO:0005634,GO:0042802;GO:0004888;GO:0004714;GO:0043125;GO:0005515;GO:0019903;GO:0046982;GO:0001042;GO:0005524;GO:0019838;GO:0004713;GO:0008022,hsa04020;hsa05219;hsa04010;hsa04012;hsa05200;hsa05215;hsa05223;hsa04151;hsa04510;hsa05205;hsa05224;hsa05230;hsa04066;hsa05213;hsa05206;hsa05226;hsa05212;hsa04530;hsa04520
7006,GO:0038083;GO:0035556;GO:0006468;GO:0050853;GO:0010543;GO:0042246;GO:0050852;GO:0050731;GO:0007229;GO:0018108;GO:0002250,GO:0005856;GO:0005886;GO:0005829,GO:0004714;GO:0005515;GO:0046872;GO:0005543;GO:0005524;GO:0004715;GO:0004713,hsa04380;hsa04660
554,GO:0010628;GO:0035814;GO:0008284;GO:0003084;GO:0008285;GO:0045907;GO:0001992;GO:0007188;GO:0035811;GO:0007599;GO:0007249;GO:0007186;GO:0007588;GO:0034097;GO:0007190;GO:0021537,GO:0005886;GO:0030669;GO:0016021;GO:0030139;GO:0005768;GO:0048471;GO:0005887;GO:0005783;GO:0005794,GO:0042277;GO:0004930;GO:0005515;GO:0005000,hsa04080;hsa04072;hsa04962
81669,GO:0006357;GO:0050790,GO:0043231;GO:0005654;GO:0016607;GO:0005634,GO:0016538;GO:0005515,
5795,GO:0010642;GO:0032760;GO:0051898;GO:0050860;GO:0045785;GO:0050918;GO:0035584;GO:0050852;GO:0043410;GO:0019221;GO:0035335;GO:0042059;GO:0043407;GO:0051897;GO:0030308;GO:1905451;GO:0008285;GO:0051894;GO:0030183;GO:0030336;GO:0030155;GO:0050731;GO:0048008;GO:0043116;GO:0006470;GO:0060242,GO:0035579;GO:0005911;GO:0005886;GO:0009986;GO:0001772;GO:0032587;GO:0005887;GO:0070062,GO:0045296;GO:0005161;GO:0005515;GO:0019901;GO:0016791;GO:0070097;GO:0008013;GO:0004725;GO:0045295;GO:0051019,hsa04520
6850,GO:0035556;GO:0043280;GO:1990858;GO:0043507;GO:0032757;GO:0032733;GO:0045579;GO:0071404;GO:0032760;GO:0033630;GO:0032928;GO:0090330;GO:0006606;GO:0002554;GO:0051090;GO:0002250;GO:0043313;GO:0051712;GO:0006468;GO:0046638;GO:0071639;GO:0038063;GO:0032481;GO:0019370;GO:0030593;GO:0031623;GO:0007159;GO:0032725;GO:0032752;GO:0032735;GO:0045087;GO:0032753;GO:0001775;GO:0009887;GO:0046641;GO:0038096;GO:0090237;GO:0048514;GO:0043366;GO:0010543;GO:0002283;GO:0018105;GO:0050764;GO:0001525;GO:0042742;GO:0032755;GO:0002366;GO:0038156;GO:0050731;GO:0002092;GO:0046777;GO:0031334;GO:0002223;GO:0007229;GO:0002281;GO:0038095;GO:0030168;GO:0050850;GO:0071226;GO:0032930;GO:0071396;GO:0050853;GO:0001945;GO:0043306;GO:0007169;GO:0030154;GO:0045780;GO:0120162;GO:0045588;GO:0010803;GO:0018108;GO:0002862;GO:0070372,GO:0005737;GO:0031234;GO:0019815;GO:0005886;GO:0042101;GO:0032009;GO:0032991;GO:0005829;GO:0005634,GO:0005102;GO:0001784;GO:0097110;GO:0005178;GO:0004714;GO:0043274;GO:0005515;GO:0019901;GO:0042169;GO:0019902;GO:0035325;GO:0004674;GO:0005524;GO:0004715;GO:0016170;GO:0004713;GO:0004672,hsa04664;hsa04625;hsa04662;hsa04064;hsa04650;hsa05168;hsa04380;hsa05152;hsa05167;hsa05203;hsa04613;hsa05169;hsa04151;hsa04611;hsa04072;hsa05171;hsa04666
8490,GO:0008277;GO:0007186;GO:0009968;GO:0050790,GO:0005737;GO:0005886,GO:0005096;GO:0005515;GO:0003924,
5336,GO:1902808;GO:0019722;GO:0035556;GO:1990858;GO:0070884;GO:0001878;GO:0032733;GO:0010634;GO:0032760;GO:0043122;GO:0009395;GO:0019216;GO:0051209;GO:0010628;GO:0150078;GO:1900227;GO:0032481;GO:0050852;GO:0031663;GO:0032237;GO:0032743;GO:0032735;GO:0032747;GO:0043410;GO:0001775;GO:0006661;GO:0002316;GO:0043069;GO:0051092;GO:0060907;GO:1903428;GO:0071277;GO:0061760;GO:0051091;GO:0032755;GO:0048678;GO:0032959;GO:0002092;GO:0002224;GO:0002223;GO:0038095;GO:0002281;GO:0050850;GO:0030168;GO:0071396;GO:0050853;GO:0030183;GO:0060100;GO:0002732;GO:1903721;GO:0050731;GO:0016055,GO:0005737;GO:0005886;GO:0048471;GO:0032587;GO:0097708;GO:0070062;GO:0005829,GO:0001784;GO:0140031;GO:0097110;GO:0004435;GO:0019901;GO:0005515;GO:1990782;GO:0004629,hsa04360;hsa04933;hsa04625;hsa04020;hsa04919;hsa04650;hsa04370;hsa04014;hsa05171;hsa05214;hsa04012;hsa04064;hsa05200;hsa05167;hsa04613;hsa05223;hsa04072;hsa04666;hsa05205;hsa05225;hsa05110;hsa04750;hsa04062;hsa04722;hsa04066;hsa05170;hsa04611;hsa04670;hsa05206;hsa04664;hsa04662;hsa00562;hsa04380;hsa04070;hsa04935;hsa05120;hsa05131;hsa05169
338761,GO:0048147;GO:0045599;GO:0070373,GO:0005615;GO:0005581,GO:0005515;GO:0042802,
1956,GO:0042060;GO:0051968;GO:1900087;GO:0051592;GO:0007611;GO:0043006;GO:0006970;GO:0042059;GO:0033138;GO:0051897;GO:0071392;GO:0071364;GO:1903078;GO:0045740;GO:0070374;GO:0001934;GO:0045739;GO:0032930;GO:0071276;GO:0038083;GO:1905208;GO:0046718;GO:0007169;GO:1902722;GO:1901224;GO:0033674;GO:0050999;GO:0097421;GO:0042311;GO:0007173;GO:0018108;GO:0048661;GO:0000165;GO:0048812;GO:0042698;GO:0045893;GO:1900020;GO:0042177;GO:0045930;GO:0071549;GO:0098609;GO:1903800;GO:0051205;GO:0046777;GO:0006412;GO:0033590;GO:0070257;GO:0007202;GO:0043586;GO:0070372;GO:0007166;GO:0043406;GO:0001503;GO:0014066;GO:0033594;GO:0007623;GO:0030324;GO:0007165;GO:0045944;GO:0045907;GO:0007275;GO:0030307;GO:0042743;GO:0070141;GO:0010750;GO:0034614;GO:0071466;GO:0010960;GO:0050679;GO:0030335;GO:0042327;GO:0090263;GO:0050730;GO:0043066;GO:0016101;GO:0045737;GO:0001942;GO:0048143;GO:0050729;GO:0008284;GO:0071260;GO:0030154;GO:0060252;GO:0007494;GO:0045780;GO:0046328,GO:0031901;GO:0043235;GO:0097489;GO:0009925;GO:0010008;GO:0030054;GO:0005925;GO:0005768;GO:0016324;GO:0016323;GO:0016020;GO:0032587;GO:0032991;GO:0097708;GO:0005789;GO:0005886;GO:0030669;GO:0031965;GO:0070435;GO:0005887;GO:0005737;GO:0045202;GO:0045121;GO:0009986;GO:0048471;GO:0000139;GO:0005615;GO:0005634,GO:0001618;GO:0005006;GO:0048408;GO:0004714;GO:0031625;GO:0045296;GO:0003682;GO:0030235;GO:0003690;GO:0004713;GO:0051117;GO:0005178;GO:0004888;GO:0019900;GO:0019899;GO:0019903;GO:0042802;GO:0005515;GO:0019901;GO:0004709;GO:0005524;GO:0051015;GO:0005516,hsa05165;hsa04934;hsa04020;hsa04540;hsa05219;hsa04921;hsa04010;hsa05231;hsa04926;hsa04014;hsa05171;hsa04912;hsa05214;hsa04012;hsa05200;hsa05215;hsa04015;hsa05223;hsa04915;hsa04151;hsa04072;hsa04510;hsa05205;hsa05224;hsa05225;hsa04928;hsa05230;hsa04066;hsa04630;hsa05160;hsa05213;hsa05218;hsa05206;hsa05226;hsa05212;hsa05210;hsa05120;hsa05131;hsa05163;hsa05235;hsa04068;hsa04520;hsa04144;hsa04810
2911,GO:0051930;GO:0060078;GO:0051966;GO:0071257;GO:0007626;GO:0019233;GO:0043410;GO:0051482;GO:0007216;GO:0007186;GO:0099566;GO:0098712;GO:0007196;GO:0007268,GO:0005886;GO:0038038;GO:0030425;GO:0098978;GO:0038037;GO:0098839;GO:0098685;GO:0005887;GO:0005634,GO:0099583;GO:0098872;GO:0004930;GO:0005515;GO:0099530;GO:0001640;GO:0008066,hsa04080;hsa04020;hsa04540;hsa04720;hsa04724;hsa04730;hsa05022;hsa04068;hsa04723;hsa05017;hsa04915;hsa04742;hsa04072
126306,GO:0003009;GO:0060314,GO:0033017;GO:0016529,GO:0005515,
6001,GO:0001975;GO:0009968;GO:0008277;GO:0007186;GO:0043547;GO:0007213,GO:0005886;GO:0043197;GO:0043025;GO:0043679;GO:0005829;GO:0005634,GO:0005096;GO:0005515;GO:0001965;GO:0003924,
