entrezgene,go.BP,go.CC,go.MF,pathway.kegg
4916,GO:0010976;GO:0030335;GO:0048013;GO:0043406;GO:0090102;GO:1990090;GO:0010628;GO:0071300;GO:0051896;GO:0001764;GO:0032148;GO:0043410;GO:0048712;GO:0007507;GO:0048665;GO:1905606;GO:2000251;GO:0099151;GO:0045471;GO:0033138;GO:0090630;GO:0050927;GO:0038179;GO:0007275;GO:0048678;GO:0060548;GO:0070374;GO:0001934;GO:0014068;GO:0001933;GO:0008284;GO:0007169;GO:0051412;GO:0033674;GO:0018108,GO:0099055;GO:0005886;GO:0043235;GO:0030424;GO:0098978;GO:0005887,GO:0004714;GO:0002039;GO:0005515;GO:0043121;GO:0005004;GO:0005030;GO:0005524,hsa04722;hsa05230;hsa04020
1742,GO:0035176;GO:0016188;GO:2000463;GO:0007268;GO:2000821;GO:0048169;GO:0007612;GO:0060997;GO:0099645;GO:0098970;GO:0035418;GO:0007165;GO:0045184;GO:0007204;GO:0007399;GO:0071625;GO:0098609;GO:2000310;GO:0035865;GO:0097113;GO:0050885;GO:0061098;GO:0050806;GO:0065003;GO:0035641;GO:0097120;GO:0002091;GO:0150012;GO:0043113,GO:0031234;GO:0008021;GO:0005783;GO:0030054;GO:0097060;GO:0044309;GO:0098978;GO:0005829;GO:0030863;GO:0014069;GO:0005886;GO:0031594;GO:0044224;GO:0043197;GO:0032839;GO:0060076;GO:0098839;GO:0044300;GO:0005737;GO:0045202;GO:0030666;GO:0044306;GO:0043005;GO:0032281;GO:0045211,GO:0097109;GO:0031812;GO:0097110;GO:0019900;GO:0030165;GO:0044877;GO:0005515;GO:0019903;GO:0035255;GO:0031697;GO:0031748;GO:0033130;GO:0008022,hsa04724;hsa04390;hsa05016;hsa05022;hsa05030
3689,GO:0006911;GO:1904996;GO:0007160;GO:0071404;GO:0035987;GO:0006954;GO:0050730;GO:0008360;GO:0034113;GO:0045963;GO:1990266;GO:0030593;GO:0031623;GO:2000363;GO:0007159;GO:0098742;GO:0006898;GO:0098609;GO:0006915;GO:0007267;GO:0016477;GO:1901216;GO:0033627;GO:0007229;GO:0032930;GO:0007155;GO:0090314;GO:0001774;GO:0097242;GO:0043113;GO:0043315,GO:0035579;GO:0044853;GO:0005886;GO:0043235;GO:0009986;GO:0005925;GO:0034687;GO:0099568;GO:0034688;GO:0009897;GO:0016020;GO:1903561;GO:0034689;GO:0070062;GO:0008305;GO:0101003;GO:0070821,GO:0005178;GO:0005515;GO:0019901;GO:0031072;GO:0001540;GO:0046872;GO:0038024;GO:0050839;GO:0001851;GO:0030369,hsa04650;hsa05166;hsa04613;hsa04015;hsa05134;hsa04390;hsa04610;hsa05140;hsa05152;hsa05323;hsa04145;hsa05416;hsa05146;hsa04670;hsa04514;hsa05144;hsa05133;hsa05150;hsa04810
7074,GO:0043507;GO:0007160;GO:0030335;GO:0048013;GO:0007264;GO:0034622;GO:0051056;GO:1905274;GO:0010717;GO:0061178;GO:0016601;GO:1990138;GO:0090630;GO:0042220;GO:0006915;GO:0016477;GO:0060071;GO:0010718;GO:0072657;GO:0008284;GO:0061003;GO:0032092;GO:1904338;GO:2000050;GO:1904268;GO:0050772;GO:0098989;GO:0070372;GO:0003300,GO:0045202;GO:0031234;GO:0099147;GO:0005911;GO:0005886;GO:0043197;GO:0043025;GO:0044291;GO:0016020;GO:0032587;GO:0098978;GO:0044295;GO:0005874;GO:0005829;GO:0044304;GO:0005634,GO:0008017;GO:0019900;GO:0005515;GO:0008289;GO:0030971;GO:0005085,hsa05205;hsa04062;hsa04530;hsa04014;hsa04015;hsa04024;hsa04810
1436,GO:0030316;GO:0042531;GO:0030335;GO:0002931;GO:0002244;GO:0008283;GO:0030097;GO:0031529;GO:0030225;GO:2000147;GO:2000249;GO:0006954;GO:0046488;GO:0071345;GO:0008360;GO:0045217;GO:0019221;GO:0045087;GO:0007165;GO:0032722;GO:0007275;GO:0070374;GO:0046777;GO:0001934;GO:0061098;GO:0010759;GO:0045124;GO:0036006;GO:0048015;GO:0038145;GO:0008284;GO:0030224;GO:0007169;GO:0033674;GO:0060603;GO:0120041;GO:0018108;GO:0071902,GO:0005886;GO:0043235;GO:0009986;GO:0043231;GO:0005654;GO:1990682;GO:0005887,GO:0004714;GO:0005515;GO:0042803;GO:0005011;GO:0005524;GO:0004713;GO:0019955,hsa04640;hsa05221;hsa05200;hsa04380;hsa04015;hsa04060;hsa04010;hsa04151;hsa05202;hsa04061;hsa04014
5788,GO:2000473;GO:0010468;GO:0051726;GO:0061097;GO:0042098;GO:0044855;GO:0016311;GO:0002244;GO:0031953;GO:0032760;GO:0048539;GO:0042110;GO:0002639;GO:0061099;GO:0048304;GO:0051209;GO:0045060;GO:0050857;GO:0001916;GO:0034113;GO:0032703;GO:0035584;GO:0010332;GO:0044770;GO:0042102;GO:0048864;GO:0032677;GO:0007159;GO:0043410;GO:0032743;GO:0050852;GO:1904155;GO:0035335;GO:0046641;GO:0031668;GO:1903979;GO:0001779;GO:0002925;GO:0045059;GO:0050764;GO:1905451;GO:0030217;GO:0051607;GO:0070374;GO:0001915;GO:0006933;GO:0045860;GO:0046425;GO:0070373;GO:0030890;GO:0050853;GO:0030183;GO:0042100;GO:1903615;GO:2001238;GO:2000648;GO:0001960;GO:0006470;GO:0045588;GO:0006469;GO:0050731;GO:0007166,GO:0030667;GO:0005886;GO:0045121;GO:0009986;GO:0016021;GO:0005925;GO:0098857;GO:0009897;GO:0016020;GO:0032059;GO:0005887;GO:0070062;GO:0009898,GO:0005102;GO:0030506;GO:0005001;GO:0008201;GO:0005515;GO:0019901;GO:0030507;GO:0043395;GO:0004725,hsa04514;hsa05340;hsa05132;hsa04660;hsa04666
22920,GO:0044782;GO:0007018;GO:0008104;GO:0007017;GO:0008285;GO:0072383;GO:0007165;GO:0065003;GO:0043066;GO:0046587,GO:0097542;GO:1990075;GO:0032391;GO:0015630;GO:0016939;GO:0005929;GO:0036064;GO:0005813;GO:0005876;GO:0035869;GO:0005930;GO:0005783;GO:0000794;GO:0005829;GO:0005794,GO:0019894;GO:0005515;GO:0019903;GO:0120170,
2902,GO:0019722;GO:0051290;GO:0035235;GO:0097553;GO:0010524;GO:1904646;GO:1905429;GO:2000463;GO:0007268;GO:0060079;GO:0048167;GO:0045944;GO:0018964;GO:0045471;GO:1903428;GO:2001056;GO:0042391;GO:0008542;GO:0055074;GO:0098976;GO:0007420;GO:0006812,GO:0005737;GO:0017146;GO:0014069;GO:0045202;GO:0005886;GO:0097060;GO:0009986;GO:0030425;GO:0043005;GO:0008021;GO:0043197;GO:0043083;GO:0043195;GO:0060076;GO:0045211;GO:0005887;GO:0005789,GO:0016594;GO:0044877;GO:0005515;GO:0015276;GO:0001540;GO:0005262;GO:0005509;GO:0038023;GO:0022849;GO:0004972;GO:0016595;GO:0005516;GO:0042165,hsa04080;hsa05033;hsa05014;hsa04020;hsa04720;hsa04724;hsa05031;hsa05020;hsa05016;hsa05022;hsa04014;hsa05010;hsa04015;hsa05030;hsa05017;hsa04713;hsa04024;hsa05034
2596,GO:0007205;GO:0016198;GO:0042246;GO:0009611;GO:0031103;GO:0040008;GO:0099150;GO:0010001;GO:0051489;GO:0045165,GO:0005737;GO:0014069;GO:0005886;GO:0030425;GO:0098982;GO:0043204;GO:0032584;GO:0031527,GO:0001786;GO:0005515;GO:1901981;GO:0005516;GO:0035727,
6654,GO:0061384;GO:2000973;GO:1904693;GO:0033081;GO:0042129;GO:0045742;GO:0048011;GO:0019221;GO:0051057;GO:0007165;GO:0050790;GO:0050900;GO:0003209;GO:0048514;GO:0061029;GO:0001942;GO:0007411;GO:0007265;GO:0038095;GO:0003344;GO:0001782;GO:0007296;GO:0035264;GO:0007173;GO:0060021,GO:0005737;GO:0014069;GO:0005886;GO:0043025;GO:0005829,GO:0005096;GO:0017124;GO:0005085;GO:0046982;GO:0005515;GO:0003677,hsa05165;hsa04540;hsa04650;hsa04010;hsa05231;hsa04926;hsa04014;hsa04912;hsa05214;hsa04012;hsa05200;hsa05211;hsa04150;hsa05215;hsa05223;hsa04660;hsa04915;hsa04151;hsa04072;hsa04510;hsa04714;hsa04910;hsa05205;hsa05224;hsa05221;hsa05225;hsa04062;hsa04722;hsa04630;hsa05160;hsa05213;hsa05034;hsa05206;hsa04664;hsa04662;hsa05226;hsa05210;hsa04935;hsa05163;hsa05220;hsa04917;hsa04068;hsa05161;hsa04810
1394,GO:0007189;GO:0007567;GO:0007188;GO:0071376;GO:1901386;GO:0009755;GO:2000852;GO:0010578;GO:0051458;GO:0007565;GO:0006955;GO:0007190;GO:0007166,GO:0031226;GO:0005886;GO:0016021;GO:0005768;GO:0043005;GO:0005887,GO:0051424;GO:0005515;GO:0008528;GO:0017046;GO:0043404;GO:0015056,hsa04080;hsa04934;hsa04730
5579,GO:0035556;GO:0010827;GO:0042953;GO:0045893;GO:0002250;GO:0046627;GO:0006468;GO:0042113;GO:0007077;GO:0007165;GO:0006357;GO:0035408;GO:0051092;GO:0018105;GO:0006816;GO:0006915;GO:0099171;GO:0050861;GO:0043123;GO:0050853;GO:0071322;GO:2000300;GO:0010829;GO:0006874;GO:0045766;GO:0030949,GO:0005737;GO:0099523;GO:0005886;GO:0044305;GO:0005654;GO:0008091;GO:0070062;GO:0005829;GO:0005634,GO:0008270;GO:0003682;GO:0030374;GO:0005515;GO:0005246;GO:0035403;GO:0004674;GO:0005524;GO:0042393;GO:0050681;GO:0005080;GO:0004698;GO:0004697;GO:0106310,hsa04270;hsa04933;hsa04020;hsa04540;hsa04650;hsa04724;hsa04919;hsa04961;hsa04370;hsa05022;hsa05032;hsa04921;hsa04010;hsa04925;hsa05017;hsa04713;hsa05231;hsa04916;hsa04014;hsa04726;hsa05171;hsa04912;hsa05214;hsa04012;hsa04064;hsa04931;hsa05200;hsa04150;hsa04310;hsa04613;hsa04015;hsa04071;hsa04723;hsa05223;hsa04970;hsa04929;hsa04510;hsa04666;hsa05205;hsa05415;hsa05140;hsa05225;hsa04928;hsa04750;hsa04062;hsa04066;hsa05146;hsa05170;hsa04728;hsa04670;hsa04918;hsa05206;hsa04662;hsa04720;hsa04911;hsa05031;hsa05164;hsa04960;hsa04730;hsa04070;hsa04935;hsa04971;hsa04972;hsa05163;hsa04973;hsa05143;hsa04727;hsa04725;hsa05161
55824,GO:0035556;GO:0050863;GO:0002250;GO:0007165;GO:0050868,GO:0005886;GO:0016021;GO:0045121,GO:0035591;GO:0005515;GO:0042169,
1456,GO:0006464;GO:0018105;GO:0006897;GO:0007165;GO:0090263;GO:0016055,GO:0005737;GO:0005886;GO:0005634,GO:0106310;GO:0004674;GO:0005524;GO:0004672,hsa04340
10636,GO:0035556;GO:0031914;GO:0010070;GO:0007616;GO:0043547;GO:0050769;GO:0007612;GO:0043620;GO:0007051;GO:0000278;GO:0043407;GO:0006913;GO:0060291;GO:0008542;GO:0045744;GO:0070373;GO:0006979;GO:0007059;GO:0008277;GO:0007186;GO:0048008;GO:0051301,GO:0005737;GO:0016605;GO:0014069;GO:0000922;GO:0005886;GO:0030425;GO:0016604;GO:0043197;GO:0005813;GO:0005819;GO:0098978;GO:0005874;GO:0005634,GO:0005096;GO:0008017;GO:0030159;GO:0005515;GO:0001965;GO:0019901;GO:0005092;GO:0032794;GO:0003924,hsa04015
1946,GO:0051893;GO:0032956;GO:0006915;GO:1900025;GO:0048013;GO:0007411;GO:0043087;GO:0070507;GO:0001934;GO:0022407;GO:0007171;GO:0061178;GO:0050731;GO:0007399;GO:0022604,GO:0005901;GO:0005886;GO:0031362,GO:0046875;GO:0005515;GO:0005170;GO:0005169;GO:0030297;GO:0005168,hsa04360;hsa04015;hsa04010;hsa04151;hsa04014;hsa05206
50837,GO:0007186;GO:0001580,GO:0005886;GO:0016021,GO:0004930;GO:0033038;GO:0008527,hsa04742
5296,GO:0043409;GO:0014065;GO:0043551;GO:0046854;GO:0042307;GO:0032869;GO:0015031;GO:0034976;GO:0010506;GO:0045944;GO:0001678;GO:0008286,GO:0005942;GO:0005829;GO:0005634,GO:0046935;GO:0001784;GO:0046982;GO:0005515;GO:0019903;GO:0030971,hsa04914;hsa04926;hsa04668;hsa05211;hsa04213;hsa04613;hsa05215;hsa04660;hsa04151;hsa04072;hsa05205;hsa04550;hsa04923;hsa05415;hsa05170;hsa04611;hsa05213;hsa04670;hsa05226;hsa05212;hsa04380;hsa04935;hsa05131;hsa04210;hsa04725;hsa04919;hsa04650;hsa05020;hsa04370;hsa05017;hsa05231;hsa04014;hsa05171;hsa04931;hsa05418;hsa04015;hsa04915;hsa04929;hsa04666;hsa05224;hsa05225;hsa04750;hsa05010;hsa04722;hsa04630;hsa05160;hsa05218;hsa05206;hsa04664;hsa04070;hsa04140;hsa04068;hsa05168;hsa05165;hsa04625;hsa04932;hsa05166;hsa04152;hsa04071;hsa05221;hsa04620;hsa04062;hsa05146;hsa05100;hsa04662;hsa05164;hsa04960;hsa05235;hsa05203;hsa05142;hsa04810;hsa04360;hsa04933;hsa05135;hsa05214;hsa04012;hsa05200;hsa05167;hsa04150;hsa05223;hsa05222;hsa04510;hsa04218;hsa04910;hsa05230;hsa04930;hsa04066;hsa04024;hsa04211;hsa05210;hsa05163;hsa05220;hsa04917;hsa05169;hsa04973;hsa05162;hsa05417;hsa05161
203111,,,GO:0005515,
59345,GO:0007186;GO:0021762,GO:0005737;GO:0005834;GO:0005765;GO:0070062;GO:0005829,GO:0005515;GO:0030159;GO:0044877,hsa05170;hsa04926;hsa04724;hsa05200;hsa04371;hsa05167;hsa05032;hsa04062;hsa05163;hsa04723;hsa04725;hsa04727;hsa04151;hsa04713;hsa04728;hsa04014;hsa04726;hsa05034
7253,GO:1905229;GO:0007189;GO:0008284;GO:0038194;GO:1904588;GO:0007267;GO:0007187;GO:0009755;GO:0007186;GO:0120162;GO:0007190;GO:0007166,GO:0005886;GO:0043235;GO:0009986;GO:0016323;GO:0005887,GO:0044877;GO:0004996;GO:0005515;GO:0008528;GO:0038023,hsa04080;hsa04923;hsa05320;hsa04024;hsa04918
2767,GO:0045634;GO:0001508;GO:0060158;GO:0007603;GO:0048066;GO:0007188;GO:0001501;GO:0071467;GO:0007507;GO:0009649;GO:0007165;GO:0007213,GO:0005737;GO:0045202;GO:0005886;GO:0001750;GO:0005834;GO:0005765;GO:0070062,GO:0031683;GO:0005515;GO:0046872;GO:0001664;GO:0005525;GO:0003924,hsa04270;hsa04934;hsa04020;hsa04540;hsa04925;hsa04912;hsa05200;hsa04929;hsa04928;hsa04927;hsa04022;hsa05146;hsa05170;hsa04911;hsa04730;hsa04935;hsa05163;hsa05142;hsa04725
2785,GO:0007204;GO:0007186,GO:0014069;GO:0005886;GO:0044297;GO:0030425;GO:0005834,GO:0005515;GO:0003924;GO:0031681,hsa05170;hsa04926;hsa04724;hsa05200;hsa04371;hsa05167;hsa05032;hsa04062;hsa05163;hsa04723;hsa04725;hsa04727;hsa04151;hsa04713;hsa04728;hsa04014;hsa04726;hsa05034
284427,GO:1990544;GO:0015866;GO:0140021;GO:0015867,GO:0016021;GO:0005743;GO:0005739,GO:0005347;GO:0015217,
4684,GO:0046718;GO:2001260;GO:0007155;GO:0071679,GO:0005886;GO:0009986;GO:0016021;GO:0005576;GO:0043005;GO:0031225;GO:0009897;GO:0016020;GO:0000139;GO:0062023;GO:0005829,GO:0005515;GO:0001618,hsa05020;hsa04514
3667,GO:0045725;GO:0046627;GO:0071398;GO:0008284;GO:0032000;GO:0046628;GO:0014065;GO:0043434;GO:0046676;GO:0007165;GO:0032869;GO:0048009;GO:0043552;GO:0010907;GO:0046326;GO:0032868;GO:0042593;GO:0008286,GO:0005737;GO:0005886;GO:0005899;GO:0005901;GO:0043231;GO:0005654;GO:0005829;GO:0005634,GO:0001784;GO:0030159;GO:0043548;GO:0005515;GO:0005159;GO:0042169;GO:0005158;GO:0005080;GO:0005068,hsa04932;hsa04931;hsa04150;hsa04152;hsa04213;hsa04151;hsa04910;hsa04923;hsa05415;hsa05010;hsa04022;hsa04722;hsa04930;hsa04920;hsa04211;hsa05206;hsa04960;hsa04935;hsa04140;hsa04068
2773,GO:0007420;GO:0016239;GO:0006906;GO:0007049;GO:2001234;GO:0007188;GO:0046039;GO:0033864;GO:0007212;GO:1904707;GO:0007194;GO:0051301;GO:0007193;GO:0032930,GO:0005737;GO:0005886;GO:0045121;GO:0005834;GO:0042588;GO:0005813;GO:0016020;GO:0005765;GO:0030496;GO:0000139;GO:0070062;GO:0005789,GO:0019003;GO:0031821;GO:0031683;GO:0005515;GO:0046872;GO:0001664;GO:0019904;GO:0032794;GO:0005525;GO:0003924,hsa04914;hsa04360;hsa04934;hsa04540;hsa04724;hsa04371;hsa05032;hsa04924;hsa05145;hsa04921;hsa04713;hsa04926;hsa04916;hsa04726;hsa04261;hsa05200;hsa04015;hsa04071;hsa04723;hsa04915;hsa04923;hsa04928;hsa04062;hsa05030;hsa04022;hsa05170;hsa04611;hsa04728;hsa04024;hsa04670;hsa05034;hsa05012;hsa04730;hsa04971;hsa04935;hsa05163;hsa05142;hsa04727;hsa05133;hsa04725
151195,GO:0060828;GO:0045859,GO:0005886,GO:0061575;GO:0019901;GO:0005515,
6004,GO:0007601;GO:0009968;GO:0008277;GO:0007186;GO:0043547,GO:0005737;GO:0005886;GO:0031224,GO:0005096;GO:0005516;GO:0005515;GO:0003924,
5578,GO:0035556;GO:0045651;GO:0010613;GO:0097190;GO:0043536;GO:0002159;GO:0030335;GO:0090330;GO:0010595;GO:0070555;GO:0006468;GO:0018107;GO:0007077;GO:0035408;GO:0001938;GO:0045931;GO:0018105;GO:0001525;GO:0034351;GO:0043488;GO:0070374;GO:2000707;GO:0007155;GO:0031666;GO:0045780;GO:0106071;GO:0045785;GO:0045766,GO:0005737;GO:0005886;GO:0048471;GO:0070062;GO:0005654;GO:0005739;GO:0005783;GO:0031966;GO:0035866;GO:0005829,GO:0008270;GO:0005178;GO:0019899;GO:0005515;GO:0035403;GO:0004674;GO:0005524;GO:0106310;GO:0004698;GO:0004697;GO:0004672,hsa04270;hsa04360;hsa04933;hsa04020;hsa04540;hsa04650;hsa04724;hsa04919;hsa04961;hsa05417;hsa04370;hsa05022;hsa05032;hsa04921;hsa04010;hsa04925;hsa05017;hsa04713;hsa04926;hsa04916;hsa04014;hsa05231;hsa04261;hsa04726;hsa05171;hsa04912;hsa05214;hsa04012;hsa05200;hsa04150;hsa04310;hsa04613;hsa04015;hsa04071;hsa04723;hsa05223;hsa04151;hsa04970;hsa04929;hsa04072;hsa04510;hsa04666;hsa05205;hsa05415;hsa05225;hsa04928;hsa04750;hsa05110;hsa04066;hsa05146;hsa05170;hsa04728;hsa04670;hsa04918;hsa05206;hsa04664;hsa04720;hsa04911;hsa05031;hsa05164;hsa04960;hsa04730;hsa04070;hsa04935;hsa04971;hsa04972;hsa05163;hsa05143;hsa04727;hsa04725;hsa05161
4985,GO:0097237;GO:0007187;GO:0051881;GO:0071456;GO:0006955;GO:0071363;GO:0008344;GO:0031333;GO:0032793;GO:0033138;GO:0051930;GO:0010629;GO:0007200;GO:0007193;GO:0051924;GO:0042755;GO:0007218;GO:0038003;GO:0007186,GO:0031226;GO:0098992;GO:0005886;GO:0045121;GO:0097444;GO:0099056;GO:0043005;GO:0099061;GO:0005887;GO:0030285;GO:0043679;GO:0032590,GO:0042277;GO:0004930;GO:0005515;GO:0042923;GO:0033612;GO:0038046;GO:0004985,hsa04080;hsa04022;hsa04071
92181,,GO:0005737,GO:0005515,
1234,GO:0019722;GO:0006954;GO:0006955;GO:0023052;GO:0060326;GO:0007204;GO:0014808;GO:0006968;GO:0006935;GO:0006816;GO:0007267;GO:0002407;GO:0070723;GO:0046718;GO:0071222;GO:0070098;GO:0007186;GO:0000165;GO:0007166,GO:0005737;GO:0005886;GO:0009986;GO:0005768;GO:0009897;GO:0005887,GO:0016493;GO:0019957;GO:0001618;GO:0042802;GO:0004435;GO:0005515;GO:0003779;GO:0015026;GO:0004950;GO:0071791,hsa05167;hsa04062;hsa05163;hsa05203;hsa05145;hsa05170;hsa04060;hsa04061;hsa04144
22979,GO:0046854;GO:0072659,GO:0015629;GO:0005886;GO:0005829,GO:0005515,
3717,GO:0042531;GO:0045348;GO:1901731;GO:0043524;GO:0031959;GO:1904707;GO:0051770;GO:0007167;GO:0032516;GO:0007260;GO:0046425;GO:0014068;GO:1902728;GO:0033209;GO:0120162;GO:0070102;GO:0018108;GO:0034612;GO:0006919;GO:0045597;GO:0043388;GO:0019221;GO:0007204;GO:0097191;GO:0060396;GO:0007259;GO:0060391;GO:0051091;GO:0070757;GO:0046777;GO:0050727;GO:0061180;GO:0007186;GO:0032024;GO:0042976;GO:0050731;GO:0097296;GO:0035556;GO:0060333;GO:0032760;GO:0042307;GO:0099527;GO:0060397;GO:0038065;GO:0007165;GO:0022408;GO:0008285;GO:0006915;GO:1904037;GO:0035409;GO:0001774;GO:0010811;GO:0060399;GO:0070671;GO:0007498;GO:0030041;GO:0030335;GO:0002250;GO:0006468;GO:0032496;GO:0042981;GO:0010572;GO:0043392;GO:0030218;GO:0035722;GO:0050804;GO:0010667;GO:0008631;GO:0032731;GO:0045428;GO:0050729;GO:0046677;GO:0030154;GO:0045429;GO:0031103;GO:2000273;GO:0045822;GO:0033194;GO:0048008,GO:0005737;GO:0005886;GO:0045121;GO:0005925;GO:0005856;GO:0005901;GO:0098978;GO:0031904;GO:0098794;GO:0005654;GO:0000791;GO:0005634;GO:0005829;GO:0005730,GO:0005102;GO:0043548;GO:0004714;GO:0046872;GO:0005143;GO:0033130;GO:0004715;GO:0051428;GO:0004713;GO:0008022;GO:0005131;GO:0043560;GO:0035401;GO:0042393;GO:0042169;GO:0020037;GO:0042802;GO:0005515;GO:0019901;GO:0031702;GO:0005524;GO:0004672,hsa04933;hsa05145;hsa04217;hsa05200;hsa04659;hsa05167;hsa04658;hsa04151;hsa04550;hsa05140;hsa05152;hsa04062;hsa04630;hsa04920;hsa05164;hsa04935;hsa05235;hsa04917;hsa04725;hsa05417;hsa05168;hsa05161
6915,GO:0019932;GO:0030194;GO:0007584;GO:0007189;GO:0009410;GO:0045777;GO:0071222;GO:0038193;GO:0045907;GO:0045987;GO:0007186;GO:0033574;GO:0090051;GO:0006954;GO:0007204;GO:0045471;GO:0045766;GO:0050790,GO:0005887;GO:0001669;GO:0005886;GO:0016607,GO:0004961;GO:0005085;GO:0005515,hsa04080;hsa04611;hsa04020
2885,GO:0071479;GO:0030838;GO:0007568;GO:0030154;GO:0031623;GO:0042770;GO:0043408;GO:2000379;GO:0031532;GO:0007265;GO:0007173;GO:0048646;GO:0060670;GO:0008286,GO:0005737;GO:0012506;GO:0005886;GO:0005911;GO:0005768;GO:0070062;GO:0070436;GO:0005654;GO:0005634;GO:0008180;GO:0005794;GO:0005829;GO:0005730,GO:0001784;GO:0017124;GO:0042802;GO:0046875;GO:0044877;GO:0005515;GO:0019901;GO:0019903;GO:0043560;GO:0030674;GO:0005154;GO:0005168;GO:0003723,hsa05165;hsa04540;hsa04650;hsa04010;hsa05231;hsa04926;hsa04014;hsa04912;hsa05214;hsa04012;hsa05200;hsa05211;hsa04150;hsa05215;hsa05223;hsa04660;hsa04915;hsa04151;hsa04072;hsa04510;hsa04714;hsa04910;hsa05205;hsa05224;hsa04550;hsa05221;hsa05225;hsa04062;hsa04722;hsa04630;hsa05160;hsa05213;hsa05034;hsa05206;hsa04664;hsa04662;hsa05226;hsa04380;hsa05210;hsa04935;hsa05163;hsa05203;hsa04917;hsa04068;hsa05220;hsa05161
51764,GO:0007186;GO:0007200;GO:0050909,GO:0030425;GO:0005834;GO:0005886,GO:0005515;GO:0031681,hsa04724;hsa04371;hsa05032;hsa04713;hsa04926;hsa04014;hsa04726;hsa05200;hsa05167;hsa04723;hsa04151;hsa04740;hsa04062;hsa04742;hsa05170;hsa04728;hsa05034;hsa05163;hsa04727;hsa04725
84248,GO:0006406,GO:0005654;GO:0016607,GO:0003729;GO:0003723;GO:0005515,
6237,GO:0060325;GO:0002521;GO:0051896;GO:2001214;GO:0010595;GO:1904906;GO:0030336;GO:0007265;GO:0045766;GO:0070372,GO:0005925;GO:0005886;GO:0070062,GO:0019003;GO:0044877;GO:0005515;GO:0005525;GO:0003924,hsa05205;hsa04218;hsa04360;hsa04625;hsa04810;hsa04371;hsa05132;hsa04014;hsa04140;hsa04015;hsa04010;hsa04137;hsa04024;hsa04072
3702,GO:0046629;GO:0038083;GO:0035556;GO:0050853;GO:0001819;GO:0001865;GO:0050852;GO:0007165;GO:0042110;GO:0007202;GO:0006968;GO:0002250,GO:0005911;GO:0005886;GO:0005829;GO:0005634,GO:0004714;GO:0005515;GO:0046872;GO:0005524;GO:0004715;GO:0004713,hsa04062;hsa04670;hsa04660
219771,GO:0000086;GO:0045859;GO:0060828;GO:0045737;GO:0051301;GO:0016055,GO:0005634;GO:0005886;GO:0000308,GO:0061575;GO:0016538;GO:0005515;GO:0019901,
9846,GO:0030316;GO:0008284;GO:0043306;GO:0007169;GO:0048015,GO:0005737;GO:0005886;GO:0005829,GO:0005547;GO:0043325;GO:0005515;GO:0005068,hsa04664;hsa04380;hsa04014;hsa05220;hsa04071;hsa04072;hsa04666
